MPM,MUSIC
nan,-0.19
8555.343423835337,-0.14999999999999997
10934.931791762436,-0.35
9326.119177676152,0.48
8860.023327928908,-0.38
6637.64106268726,0.21999999999999997
8787.740509131225,0.040000000000000036
8540.975603553337,-0.49
6511.939861411084,0.47
7783.081917264841,-0.38
7301.508159710905,-0.14999999999999997
8555.343423835337,-0.14999999999999997
9128.993144843414,0.18000000000000005
9128.993144843414,0.18000000000000005
7575.748852724586,-0.32999999999999996
9308.732512513796,0.07999999999999996
10786.983187075015,0.040000000000000036
6312.132136109163,0.43000000000000005
8373.029556406462,0.32000000000000006
9083.581599915427,-0.49
8563.931865374247,-0.10999999999999999
6777.25649839215,-0.29000000000000004
9042.924027447725,-0.39
7575.748852724586,-0.32999999999999996
8779.07299871104,0.06000000000000005
8700.658381323528,0.39
10921.299538331014,-0.18
9110.5037472694,0.21999999999999997
8677.198625324154,0.08999999999999997
9111.599145148084,-0.21000000000000002
7994.712364142437,-0.33999999999999997
8224.89345470939,0.48
9184.015595186382,0.040000000000000036
9381.687582888502,0.20999999999999996
9308.732512513796,0.07999999999999996
9325.14967907482,-0.18
9082.6886699912,0.07000000000000006
8923.01336869113,-0.29000000000000004
6876.0874346052915,-0.32999999999999996
9226.681303647485,-0.27
10680.925472745028,-0.25
10844.724832176265,-0.18
9265.690582040037,0.030000000000000027
8785.991473037104,-0.27
10867.590188656213,-0.41000000000000003
10786.983187075015,0.040000000000000036
10826.51672849048,-0.18
8889.783559145246,-0.21999999999999997
9574.225264096392,-0.13
9075.687385673524,0.030000000000000027
10826.587635911807,-0.19
10729.683902502933,-0.2
10811.817994473586,0.08999999999999997
8591.36043377752,0.050000000000000044
8941.626847102092,-0.21999999999999997
8724.875831587771,-0.18
6312.132136109163,0.43000000000000005
9164.482966980131,-0.48
9162.633667030817,-0.27
8852.090039243976,0.48
9258.138568554563,-0.21999999999999997
9350.401030470195,0.4
10783.336683081872,-0.37
9292.355927650844,-0.44
9108.574594937838,-0.21999999999999997
9002.702313588077,0.020000000000000018
10764.50400040238,-0.42
8373.029556406462,0.32000000000000006
