MPM,MUSIC,F1 Values,F2 Values,Energy Values,Spectral Magnitudes,Spectral Peaks,Speaking Rate,Pitch Peaks,Loudness Values,Pitch Counter,MFCC 1,MFCC 2,MFCC 3,MFCC 4,MFCC 5,MFCC 6,MFCC 7,MFCC 8,MFCC 9,MFCC 10,MFCC 11,MFCC 12,MFCC 13
7575.748852724586,-0.3299999999999999,767.8170397551822,1903.529792260422,0.016329223,1670.5427,398.4375,79.99999999999999,42,0.016329223,58,-138.19678,219.44833,-11.429814,-8.291184,15.274461,-9.391869,3.9274745,1.4276524,-14.475179,-5.109565,-7.49529,-9.155056,1.5721301
8779.07299871104,0.06,,,3.3874283e-05,6369.7207,398.4375,61.99999999999999,162,3.3874283e-05,180,-143.87573,213.08604,-10.68997,-5.9486217,18.274055,-9.674242,1.7429291,5.93232,-8.898378,-6.398204,-6.9906793,-5.3431444,-0.51877385
8700.658381323528,0.39,,,0.0034491916,11002.031,398.4375,64.57142857142857,77,0.0034491916,48,-149.98328,195.9865,2.6054657,-4.8074594,14.355968,-3.8219986,2.850822,1.8932917,-9.495108,-7.411178,-10.215208,-8.888738,-1.8922284
10921.299538331014,-0.18,,,0.007890595,16797.92,398.4375,39.14285714285714,76,0.007890595,62,-155.16481,208.84116,-7.2292213,-13.150882,19.138897,-3.406428,-1.4706743,5.4137654,-4.0797977,-7.326126,-10.86619,-5.30007,3.0457091
9110.5037472694,0.2199999999999999,,,0.010957345,18335.201,351.5625,48.85714285714285,41,0.010957345,63,-167.17505,215.79807,-9.818437,-5.974756,19.228502,-6.567462,5.331097,5.765171,-10.356155,-5.8856664,-8.5981865,-7.0747743,2.0445487
8677.198625324154,0.0899999999999999,,,0.06040407,18939.838,328.125,71.14285714285714,41,0.06040407,69,-147.4979,210.87985,-9.006973,-4.793937,22.603495,-7.217332,-1.2225293,5.7117176,-6.0801907,-7.978619,-11.96796,-7.7486672,0.5802335
9111.599145148084,-0.21,,,0.13891996,19733.39,351.5625,45.42857142857142,46,0.13891996,19,-151.95625,220.80692,-7.754176,-5.7690153,18.502636,-8.489576,2.6081567,5.1004434,-8.565205,-5.5706544,-11.700715,-10.829586,1.4287279
7994.712364142437,-0.3399999999999999,,,0.2102218,20053.043,351.5625,71.99999999999999,46,0.2102218,8,-130.23795,223.53401,-15.271418,-7.109668,28.252869,-1.7043805,-4.617887,-3.2959592,-8.044385,-6.077789,-12.429234,-6.3552203,1.4721094
8224.89345470939,0.48,,,0.25325987,16532.89,328.125,70.85714285714285,48,0.25325987,6,-140.6379,211.0588,-10.234593,1.4719261,20.566677,-6.4167614,2.9733627,-0.26515514,-8.515881,-3.3245683,-12.724877,-12.474205,-1.9480404
9184.015595186382,0.04,,,0.25166786,9875.918,375.0,53.71428571428571,99,0.25166786,9,-149.79076,210.53711,-8.857131,-12.035052,15.18502,-5.2353687,-2.1443942,-1.4477049,-6.2460847,-5.132017,-13.638257,-7.590684,5.114455
9381.687582888502,0.2099999999999999,,,0.22921881,2317.0942,375.0,43.14285714285714,100,0.22921881,13,-144.61354,221.5023,-13.151137,-4.7923527,28.847235,-1.7845794,-1.9275253,1.5249698,-5.265766,-6.373345,-13.821914,-7.8505497,-0.22522408
9308.732512513796,0.0799999999999999,,,0.23378237,1479.6914,398.4375,45.14285714285714,97,0.23378237,18,-142.28535,208.8936,-5.5671282,0.99955833,15.988507,-10.690882,4.4839516,4.3117094,-10.707136,-6.3616939,-9.0613098,-8.4116831,0.19107346
9325.14967907482,-0.18,,,0.22552311,1325.3638,375.0,44.57142857142856,75,0.22552311,10,-147.48601,209.94038,-10.993394,-3.8101697,22.842794,0.14843504,2.8631032,-3.5585191,-10.750086,-4.7584009,-11.948246,-8.3809614,2.3754065
9082.6886699912,0.07,,,0.18006085,1276.5779,328.125,51.99999999999999,60,0.18006085,15,-146.71297,203.66907,-13.568991,-5.4957576,23.62408,1.2316012,3.042308,-3.3133118,-10.566786,-2.876697,-8.874599,-6.894801,2.2264833
8923.01336869113,-0.29,,,0.06840784,1223.69,351.5625,44.57142857142856,32,0.06840784,24,-139.7136,212.4865,-16.30134,3.4087298,25.79812,-1.7376634,8.79127,-0.25587255,-15.361531,-6.847068,-8.906286,-5.992062,1.52636
6876.087434605292,-0.3299999999999999,,,0.0117568355,1249.3619,304.6875,96.28571428571428,34,0.0117568355,89,-158.32489,195.13509,-0.85969079,-9.7384291,16.089796,-0.81508368,3.7885656,2.7393515,-10.503994,-5.6416664,-4.1729317,-4.8477702,0.12372475
9226.681303647483,-0.27,,,0.009715093,1165.3044,257.8125,51.71428571428571,34,0.009715093,57,-154.51735,193.88426,1.4303418,-2.4978716,17.004871,-1.4811871,2.3931556,-1.1213037,-9.079463,-4.5022798,-8.6621065,-7.863448,-0.73817676
10680.925472745028,-0.25,,,0.009222623,1164.22,398.4375,41.42857142857142,45,0.009222623,92,-150.75252,209.43297,-2.0880227,-13.270546,15.346396,-2.395684,0.9176854,2.0810921,-9.11378,-7.427228,-8.89798,-7.319411,0.54982835
10844.724832176264,-0.18,,,0.009101281,1290.3281,398.4375,39.42857142857142,55,0.009101281,77,-148.86209,221.12418,-13.904874,-9.826477,19.623112,-10.147806,-1.7913482,2.9113097,-11.82599,-9.550765,-10.852481,-7.3374376,3.2989202
9265.690582040035,0.03,,,0.009048153,1292.827,398.4375,45.99999999999999,68,0.009048153,52,-140.6632,206.93358,-13.470851,3.439027,21.62508,-8.16618,5.241929,0.23904005,-14.433242,-5.7801814,-10.122143,-9.600591,1.3161923
8785.991473037104,-0.27,,,0.008920277,5452.0312,398.4375,59.99999999999999,45,0.008920277,67,-138.75395,211.76213,2.5344858,-10.0258,9.021853,-11.849147,-2.900179,2.5074565,-6.1720176,-5.4708996,-12.079613,-10.384151,2.82019
10867.590188656211,-0.41,,,0.007971863,11056.367,398.4375,33.71428571428571,46,0.007971863,61,-148.20593,209.64485,-7.599947,-5.290216,24.360527,-6.3784323,-4.6586614,2.9358118,-7.6956167,-9.2836008,-11.617572,-7.8442507,-0.0020956432
10786.983187075017,0.04,,,0.008770644,16616.436,375.0,32.57142857142857,34,0.008770644,95,-152.25479,193.55292,-16.99611,-0.2380689,23.840597,-5.646962,2.9140472,1.4365642,-11.382152,-3.6447332,-5.875991,-7.7454486,-0.26670814
10826.51672849048,-0.18,,,0.008314602,18471.348,398.4375,31.14285714285714,64,0.008314602,97,-143.71577,221.748,1.3891442,-9.540527,17.883984,-1.2306335,2.0619514,0.5839807,-9.727131,-5.0318966,-7.690054,-5.7559223,2.374168
8889.783559145246,-0.2199999999999999,,,0.06368466,18034.436,328.125,64.57142857142857,45,0.06368466,120,-171.6811,195.58362,-3.09194,-2.5446658,12.722017,-8.994825,6.2028456,3.62227,-11.400344,-3.470498,-7.2632737,-8.541395,-0.6075323
9574.225264096392,-0.13,,,0.17074515,18557.03,304.6875,47.14285714285714,52,0.17074515,7,-152.46382,196.61035,-5.4138274,-1.2428633,24.675179,-1.9769258,-0.9501586,0.17664443,-7.6391454,-4.8090301,-11.458435,-12.086755,-2.5136573
9075.687385673524,0.03,,,0.23687528,15351.295,328.125,44.28571428571428,52,0.23687528,5,-159.4402,211.87465,-9.151676,5.224556,17.591892,-11.878769,4.5488415,2.199118,-9.930462,-2.6667836,-8.06058,-9.39087,-2.903681
10826.587635911808,-0.19,,,0.29237717,15183.449,304.6875,38.57142857142857,53,0.29237717,3,-168.00641,202.89247,-12.780746,-3.7919185,17.332283,-7.9345236,4.8600554,1.4521546,-12.098969,-1.9281018,-5.973175,-9.500748,-0.7611853
10729.683902502931,-0.2,,,0.3047473,16389.254,281.25,38.57142857142857,31,0.3047473,4,-159.17142,206.46786,-6.5155835,-7.169225,16.627035,-5.941235,1.2964416,0.4219497,-9.933254,-4.16211,-9.54643,-10.312775,-0.23279305
10811.817994473586,0.0899999999999999,,,0.30177104,15468.657,140.625,41.71428571428571,32,0.30177104,3,-156.5778,221.28595,-12.314556,-10.72996,16.066397,-12.140372,-1.4760906,5.066562,-6.8176794,-3.8083355,-8.603362,-10.232362,-0.5812827
8591.36043377752,0.05,,,0.26171747,14115.084,281.25,60.57142857142856,59,0.26171747,7,-131.24364,211.58325,-14.711316,5.216026,17.122269,-14.842388,6.001834,3.1565988,-12.50116,-3.793844,-9.831368,-9.354182,0.6805586
8941.626847102092,-0.2199999999999999,,,0.20246433,12908.829,351.5625,56.28571428571428,53,0.20246433,12,-132.05621,188.97502,-2.9671896,0.3925252,17.056644,-2.3993664,8.0649529,-0.026286293,-14.757158,-5.3196421,-7.1498342,-8.4298525,-1.4476358
8724.875831587771,-0.18,,,0.17952237,17065.832,398.4375,71.14285714285714,30,0.17952237,69,-131.82484,217.94098,5.995647,-7.2898374,5.7124376,-16.520634,-0.8490735,6.4747524,-3.9949603,-4.07749,-11.420892,-9.589081,-1.5477262
6312.132136109163,0.43,,,0.16262476,18255.219,398.4375,85.71428571428571,31,0.16262476,16,-139.1657,215.0359,-7.2563386,2.0163901,16.632366,-10.946711,6.302053,4.2150302,-12.247841,-7.7901797,-10.520243,-5.9287796,-0.12566854
9164.482966980131,-0.48,,,0.15590282,17938.236,328.125,57.42857142857142,31,0.15590282,31,-139.10417,202.13478,-5.1877513,-1.5269034,16.591187,-9.6513062,1.4935408,2.8831675,-9.5293941,-5.0956459,-8.4641256,-7.2838507,0.090603687
9162.633667030816,-0.27,,,0.14752413,12425.144,351.5625,49.99999999999999,30,0.14752413,75,-139.90547,213.68587,-18.346922,-3.881015,17.107203,-11.852071,5.323418,4.548224,-11.850022,-6.3272285,-10.624194,-6.656232,3.4478767
8852.090039243976,0.48,,,0.17149733,12227.633,398.4375,65.42857142857142,32,0.17149733,21,-130.71446,212.8103,-0.23852342,-6.817035,15.319681,-5.823199,3.7229435,4.7564936,-9.090566,-8.069369,-11.588898,-7.8602767,0.33100364
9258.138568554565,-0.2199999999999999,,,0.21126314,10886.885,398.4375,52.57142857142856,60,0.21126314,37,-138.13318,192.9353,-0.14769794,-3.6385655,20.006863,0.70135093,3.6226645,2.6241775,-8.2279491,-6.9140201,-8.584096,-7.135891,-2.2090294
9350.401030470195,0.4,,,0.22008121,15568.434,375.0,49.42857142857142,55,0.22008121,29,-148.05168,205.14082,-2.3856921,-0.2148592,19.31657,-7.5483274,2.6463854,4.0931005,-9.46022,-6.6536427,-10.152475,-6.3567104,0.43889007
10783.336683081872,-0.37,,,0.19864638,12447.405,234.375,42.28571428571428,53,0.19864638,12,-178.05527,194.08696,-9.7309065,0.32800955,19.455837,-7.039084,5.7441015,2.045705,-13.858485,-3.5769289,-5.5192976,-9.0913,-1.7489244
9292.355927650844,-0.44,,,0.17190194,12752.945,304.6875,43.71428571428571,75,0.17190194,16,-142.38992,207.1856,-8.08821,3.192277,14.029492,-17.194994,4.996002,7.597191,-8.697555,-2.8954642,-10.702359,-11.787075,1.0014821
9108.574594937838,-0.2199999999999999,,,0.15209484,9810.705,328.125,50.85714285714285,84,0.15209484,16,-141.78326,221.0279,-14.654894,6.6457405,13.964401,-23.800257,3.0355496,5.5792284,-9.745617,-1.9121121,-12.238637,-11.777034,2.2442372
9002.702313588077,0.02,,,0.20862998,13945.499,398.4375,49.99999999999999,53,0.20862998,6,-142.85222,207.11784,-9.605379,-0.77561754,14.495834,-12.523811,4.17193,4.0112734,-10.8164425,-5.2733383,-8.497203,-6.42565,3.245729
10764.50400040238,-0.42,,,0.20263615,13293.634,281.25,40.57142857142857,52,0.20263615,8,-150.57504,212.9639,-15.111787,-1.9281609,20.029142,-15.034801,-3.1952343,0.18704964,-11.291201,-2.6037381,-7.1690836,-7.2039051,2.4427545
8373.029556406462,0.32,,,0.18616092,10747.349,328.125,75.71428571428571,48,0.18616092,17,-142.00655,223.61024,-4.3613715,-6.108324,14.205177,-11.655185,2.9169817,5.762917,-9.3698845,-6.1378117,-9.862551,-8.2220335,-0.59987915
8913.86286023611,0.2,,,0.11357911,4617.5913,351.5625,49.14285714285714,48,0.11357911,6,-118.544655,211.80983,-9.059271,-3.5926745,19.263687,-9.1770935,-0.23668939,1.6402532,-10.040544,-5.4269075,-8.873535,-7.025123,1.9263759
8968.111296818806,-0.2299999999999999,,,0.13624194,1979.0867,375.0,49.99999999999999,53,0.13624194,59,-149.62111,204.27559,-20.02306,5.015405,15.476301,-15.563191,9.560913,4.143906,-15.126271,-2.9920583,-4.6767244,-6.6387367,-2.157964
9091.752257966647,-0.38,,,0.12469098,1222.3633,210.9375,42.57142857142856,45,0.12469098,60,-142.31273,217.62103,-23.87167,1.5339153,19.469862,-12.668045,9.034195,2.0525181,-18.493944,-6.3314743,-7.0480566,-6.9224114,-0.8249739
9087.045744923042,-0.26,,,0.12996355,1122.1984,375.0,44.57142857142856,44,0.12996355,22,-130.83356,221.21968,-21.340384,5.6861825,22.582949,-12.05879,8.268729,3.0468326,-16.0646,-6.774579,-8.606524,-6.961051,-2.739134
9395.753920040805,-0.2,,,0.08714326,8764.226,328.125,42.57142857142856,44,0.08714326,6,-135.21255,215.13245,-19.589783,2.1037424,21.639978,-10.322913,8.367908,2.653594,-17.576475,-6.9056735,-8.404446,-8.826234,-2.5751443
9017.06201262918,0.49,,,0.03991877,12681.813,351.5625,54.57142857142856,48,0.03991877,24,-144.63081,213.59158,-14.245482,-4.668107,13.652074,-8.580934,10.616963,2.424301,-16.51693,-4.756784,-5.3495784,-7.341922,-2.970255
9167.279728236952,-0.28,,,0.009417016,17753.74,398.4375,46.85714285714285,34,0.009417016,76,-150.26544,218.2023,-15.412654,-2.2695565,11.645705,-16.251673,8.18042,5.4199467,-13.359549,-3.831524,-7.7175508,-6.3576145,4.21028
10788.203804699342,0.18,,,0.008427199,15991.799,281.25,27.14285714285714,55,0.008427199,85,-116.775986,197.1013,-26.692125,-1.0912503,17.473375,-15.483962,0.8999909,0.8725793,-12.896195,-6.384338,-7.727246,-3.93667,0.7879925
10883.81117139544,0.07,,,0.10815856,14833.422,375.0,28.0,170,0.10815856,64,-131.6401,213.38739,-15.80478,6.6669426,11.568839,-23.217525,3.9545076,6.806719,-8.2984495,-3.863927,-10.4457035,-10.373529,-2.9406912
10955.26208607173,-0.19,,,0.1495171,13006.857,281.25,22.57142857142857,170,0.1495171,29,-148.1434,214.63017,-15.206482,15.316444,22.443794,-11.785601,10.992627,2.7012527,-12.317645,-1.6191444,-9.541609,-11.476636,-6.666424
9083.581599915427,-0.49,,,0.20427133,11246.064,398.4375,55.42857142857142,56,0.20427133,13,-145.98778,203.69385,1.0880108,-4.616342,10.616938,-8.536347,7.4195166,5.021238,-13.065284,-7.2530675,-7.6192136,-8.092531,-1.437124
10659.499306926797,-0.28,,,0.21480456,12281.452,375.0,31.428571428571423,53,0.21480456,11,-135.23993,215.01547,-15.563574,-0.98480844,15.5959215,-17.652653,0.7816385,7.0343685,-6.027518,-6.7479105,-14.9306,-8.209637,3.2536294
10817.238073707524,-0.27,,,0.19076127,12822.785,375.0,29.14285714285714,46,0.19076127,29,-140.05309,221.98497,-13.969385,-7.311855,10.791393,-16.69178,2.2468534,3.9979467,-11.101332,-6.073686,-11.391171,-9.391916,1.7579445
10897.119139758024,0.48,,,0.14367922,16602.062,351.5625,15.714285714285712,46,0.14367922,41,-179.03845,182.58885,-14.888922,-2.9997423,15.401811,-13.24343,2.101792,5.222813,-9.579593,-3.7321534,-8.696562,-11.133211,-1.4643598
10911.793430012867,-0.46,,,0.13116235,19308.545,351.5625,24.28571428571428,116,0.13116235,38,-147.81586,224.8117,-21.53025,-10.022483,9.949381,-22.168324,-0.3537986,2.4504752,-14.128424,-3.8827732,-6.580312,-6.861879,2.580289
10895.178732078492,-0.2,,,0.15825948,17057.453,210.9375,20.285714285714285,111,0.15825948,17,-172.019,191.86444,-11.649763,-8.710949,18.49192,-2.3861785,2.187536,-3.3007305,-14.364266,-2.230257,-1.7264726,-3.9051366,-1.2398132
10840.176456294255,-0.32,,,0.18204793,10380.511,164.0625,39.99999999999999,52,0.18204793,11,-146.40471,214.02313,-1.988328,-9.742886,7.298589,-10.430114,1.4482745,-0.77667123,-11.252606,-7.9636135,-13.054605,-7.533387,1.3183229
10888.61191400492,-0.3,,,0.21049953,4148.102,375.0,20.0,39,0.21049953,10,-179.97073,215.5388,-18.278109,-6.10979,7.8557377,-18.893585,7.681885,6.4249864,-11.913017,-2.451336,-6.2991357,-6.045047,1.6375417
10894.66657783046,-0.4,,,0.22452861,1320.6123,304.6875,31.71428571428571,39,0.22452861,8,-131.72505,212.9713,-0.73002815,-3.1365843,9.190405,-14.241148,3.77569,5.7131186,-7.6251254,-3.4963388,-9.663309,-10.433531,-1.7200112
10772.737351018732,-0.0399999999999999,,,0.20327926,8419.699,398.4375,30.28571428571428,39,0.20327926,25,-125.8999,211.63098,-12.150786,0.43748948,8.76321,-17.260313,4.7479653,1.6890086,-11.405395,-5.3569956,-12.220504,-7.2342796,3.7946105
10903.532715426149,0.3399999999999999,,,0.14070308,15889.6045,304.6875,33.71428571428571,38,0.14070308,61,-165.10597,201.37361,-1.4089807,-10.334538,13.566111,-3.6118078,1.485446,-2.622646,-14.138501,-5.9173765,-7.9057474,-10.198891,-1.2069443
8563.931865374247,-0.1099999999999999,,,0.07317091,22073.86,398.4375,64.85714285714285,32,0.07317091,61,-136.68991,198.73318,-2.7393057,-4.6644588,13.134568,-4.176731,7.482957,3.9014683,-9.339012,-5.8596883,-8.773082,-6.5830383,-0.8868052
10903.532715426149,0.3399999999999999,,,0.01792334,20019.209,234.375,33.71428571428571,33,0.01792334,40,-165.10597,201.37361,-1.4089807,-10.334538,13.566111,-3.6118078,1.485446,-2.622646,-14.138501,-5.9173765,-7.9057474,-10.198891,-1.2069443
10907.59655980524,-0.0399999999999999,,,0.008615408,14654.457,70.3125,22.57142857142857,33,0.008615408,64,-156.32875,202.07974,-0.49524277,-12.228634,13.901255,-3.202313,-1.338565,-0.9750676,-7.7638426,-4.001264,-8.1947775,-6.697907,0.8308711
10844.65541059451,-0.21,,,0.005855814,16328.893,375.0,22.85714285714285,45,0.005855814,72,-153.71552,209.94614,-6.0034485,9.606161,10.447581,-21.035093,1.3560495,0.64640534,-5.3864098,2.9237833,-12.658013,-15.243231,-2.9150012
10677.92855371049,-0.36,,,0.0012583194,18685.564,304.6875,23.71428571428571,42,0.0012583194,219,-145.8929,205.1263,-11.849986,-0.098832607,15.832569,-11.233112,1.9334453,0.25006485,-8.6203127,-2.3145933,-10.28383,-9.1999273,0.76905483
10660.874467181104,0.35,,,0.13470238,21773.164,398.4375,33.14285714285714,108,0.13470238,5,-153.28113,202.23624,-2.5861812,-9.1869078,9.8087034,-9.2104359,-1.3524512,0.13721348,-6.9187002,-5.0455484,-11.145952,-8.6300383,-0.086676277
10746.874948730469,0.06,,,0.27191806,18942.383,398.4375,28.0,74,0.27191806,4,-134.61159,217.31656,-17.743628,-0.26743853,9.493822,-20.16883,2.9902565,1.314564,-10.228981,-2.8231921,-11.556553,-8.319157,3.4313946
10900.286930604414,-0.48,,,0.2972249,15338.7705,398.4375,26.28571428571428,75,0.2972249,7,-128.07043,199.87517,-14.748808,6.892649,4.1011434,-23.991224,7.100207,3.0943625,-13.017572,-3.496658,-8.732659,-9.913078,-1.4005915
10868.642597881715,0.0799999999999999,,,0.2930108,14420.4,281.25,30.0,31,0.2930108,39,-135.4438,208.23077,-24.818834,2.8924348,28.726927,-8.046758,3.65034,3.433509,-8.242251,-1.6389818,-9.155062,-5.011228,2.6656775
10829.845355351768,-0.38,,,0.18946311,14688.453,398.4375,28.28571428571428,107,0.18946311,42,-130.81258,197.17181,-6.573375,-8.080824,9.786817,-10.962677,1.4113975,-0.24108298,-10.916064,-3.1143067,-8.015008,-6.7651997,1.8544391
10943.056781157282,0.16,,,0.21289046,13774.469,351.5625,22.28571428571428,31,0.21289046,70,-119.51487,220.59998,-8.888239,10.251708,1.4660417,-27.830408,3.5025468,-2.9456244,-10.737371,5.0761585,-7.8217506,-9.586508,2.9921327
6777.25649839215,-0.29,,,0.26384592,11233.195,375.0,102.28571428571428,98,0.26384592,8,-138.44788,203.71506,-3.1317248,-1.1964961,19.150476,-2.6854167,5.7198434,3.366492,-8.6924276,-5.5096121,-9.1886606,-7.0882902,-0.095645115
10950.418403830108,0.04,,,0.29144475,13564.178,398.4375,21.14285714285714,99,0.29144475,13,-177.57451,175.13544,-9.6256943,-3.2163165,20.046293,-2.7526484,3.4327912,2.0530131,-8.1361084,0.0026414341,-5.0717859,-10.455435,-3.9412432
